contig length Sample340 Sample341 Sample342 Sample343 Sample344 Sample345 Sample346 Sample347 Sample348 Sample349 Sample34 Sample353 Sample354 Sample355 Sample356 Sample357 Sample358 Sample359 Sample35
k127_98227194_2 5058 0 0 2.58277144871428e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6603558_1 516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6603558_2 1350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6603558_3 1272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.78680211313871e-08 0
k127_6603558_5 1443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6603558_6 1137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6603558_7 2265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.72710092323069e-08 3.0416473610774e-08 0 0
k127_6603558_8 1383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_6603558_10 1365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_78590913_1 9750 3.0607432302675e-05 1.94130401028191e-05 1.93707858653571e-07 1.75413330188781e-06 1.3419144288007e-07 5.35195399731218e-06 2.81363134357806e-07 1.22539056716026e-05 4.3360174495917e-06 2.04520693251916e-05 8.58185529282847e-06 7.62666335257879e-06 9.85273561790904e-06 2.44385154106175e-06 6.61577793788922e-06 4.31879879271411e-05 7.938699612412e-06 8.21203055689783e-06 8.28987372515641e-06
k127_13148776_1 552 2.87056809403751e-07 3.39983189191227e-08 0 7.15972776280738e-08 0 2.1844710193111e-08 0 0 0 1.19080461864289e-07 3.62103598853522e-08 0 1.17294471641774e-07 0 0 0 0 0 0
k127_104777795_1 867 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_104777795_2 558 0 0 0 0 0 0 0 0 3.64371214251404e-08 0 0 0 7.81963144278495e-08 0 0 0 0 0 0
k127_222560967_1 1197 0 0 0 0 0 4.36894203862219e-08 0 2.04572715719576e-08 0 0 0 0 0 0 0 0 0 0 0
k127_209475520_2 2094 3.58821011754689e-08 0 6.4569286217857e-08 0 8.05148657280423e-08 0 2.81363134357806e-07 0 7.28742428502807e-08 0 0 3.63174445360895e-08 2.34588943283548e-07 1.5516517721027e-07 3.09148501770524e-08 6.72710092323069e-08 2.73748262496966e-07 2.03604063394161e-07 1.31585297224705e-07
k127_255243849_6 957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21665894443096e-07 0 3.28963243061762e-08
k127_52416271_5 2877 3.58821011754689e-08 0 0 0 1.07353154304056e-07 0 0 8.18290862878305e-08 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_19693854_15 3078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19693854_35 882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_235646959_1 2235 0 3.39983189191227e-08 0 1.43194555256148e-07 0 4.36894203862219e-08 3.12625704842006e-08 8.18290862878305e-08 3.27934092826263e-07 3.27471270126794e-07 1.44841439541409e-07 0 0 1.5516517721027e-07 0 0 0 0 0
k127_19694405_2 2514 7.17642023509379e-08 0 0 0 0 0 0 0 0 1.78620692796433e-07 7.24207197707044e-08 7.2634889072179e-08 0 0 0 0 0 0 0
k127_235647568_1 963 7.17642023509379e-07 4.07979827029473e-07 0 3.57986388140369e-08 0 7.42720146565772e-07 0 6.13718147158728e-07 8.01616671353088e-07 9.82413810380381e-07 3.98313958738874e-07 1.70691989319621e-06 2.15039864676586e-06 3.87912943025674e-07 4.63722752655787e-07 1.91722376312075e-06 2.73748262496966e-07 2.6468528241241e-06 1.08557870210382e-06
k127_58962269_2 3345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_117873143_3 1983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_58963784_2 1287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.09148501770524e-08 0 0 0 0
k127_58964632_2 2301 0 0 0 0 0 0 0 0 0 0 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_98234595_1 228 1.79410505877345e-07 1.01994956757368e-07 3.22846431089285e-08 1.07395916442111e-07 8.05148657280423e-08 1.96602391737999e-07 9.37877114526019e-08 1.02286357859788e-07 3.64371214251404e-08 1.48850577330361e-07 1.08631079656057e-07 1.81587222680447e-07 7.81963144278495e-08 0 3.09148501770524e-08 1.34542018464614e-07 0 0 3.28963243061762e-08
k127_52420799_4 1356 0 0 0 0 0 6.55341305793329e-08 0 0 3.64371214251404e-08 0 0 0 0 1.16373882907702e-07 9.27445505311573e-08 0 0 3.39340105656935e-08 0
k127_72051404_45 2391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_78597711_2 3453 7.17642023509379e-08 0 1.29138572435714e-07 0 2.14706308608113e-07 0 3.12625704842006e-07 0 0 5.95402309321443e-08 0 1.08952333608268e-07 3.90981572139247e-08 3.87912943025674e-08 1.2365940070821e-07 1.68177523080767e-07 3.0416473610774e-08 1.01802031697081e-07 1.3816456208594e-06
k127_130960569_35 972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_242189164_11 1389 0 3.39983189191227e-08 0 0 8.05148657280423e-08 0 3.12625704842006e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_85149596_2 3897 7.17642023509379e-08 6.79966378382454e-08 0 0 0 4.36894203862219e-08 1.25050281936803e-07 1.43200901003703e-07 7.28742428502807e-08 2.97701154660721e-08 1.81051799426761e-07 3.63174445360895e-08 0 8.14617180353916e-07 1.54574250885262e-07 0 2.73748262496966e-07 0 1.31585297224705e-07
k127_39338133_1 2382 8.97052529386723e-07 5.43973102705964e-07 2.90561787980356e-07 4.6538230458248e-07 2.14706308608113e-07 2.62136522317331e-07 6.25251409684013e-08 1.84115444147619e-07 3.64371214251404e-07 2.08390808262505e-07 1.44841439541409e-07 1.16215822515486e-06 1.01655208756204e-06 6.20660708841079e-07 9.58360355488626e-07 1.17724266156537e-06 9.73327155544766e-07 8.14416253576645e-07 2.0724684312891e-06
k127_58968486_1 927 3.58821011754689e-08 0 2.25992501762499e-07 0 2.14706308608113e-07 8.73788407724438e-08 4.06413416294608e-07 1.02286357859788e-07 0 5.95402309321443e-08 7.24207197707044e-08 3.99491889896985e-07 3.90981572139247e-08 1.93956471512837e-07 1.2365940070821e-07 1.68177523080767e-07 0 2.37538073959855e-07 4.60548540286467e-07
k127_65521896_2 2910 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_104788376_8 1359 0 0 0 0 0 0 0 4.09145431439152e-08 3.64371214251404e-08 0 0 0 0 0 6.18297003541049e-08 0 0 6.78680211313871e-08 0
k127_137509128_3 1017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_137509128_4 411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_58971743_1 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_124421947_1 870 7.17642023509379e-08 2.71986551352982e-07 9.68539293267855e-08 1.78993194070185e-07 2.95221174336155e-07 3.49515363089775e-07 5.62726268715611e-07 1.02286357859788e-07 4.73682578526825e-07 1.19080461864289e-07 5.06945038394931e-07 2.54222111752627e-07 6.64668672636721e-07 1.5516517721027e-07 3.70978202124629e-07 4.70897064626149e-07 4.86663577772383e-07 3.05406095091242e-07 7.56615459042053e-07
k127_157152104_5 630 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_98241012_2 789 0 0 0 0 0 1.31068261158666e-07 3.12625704842006e-08 0 0 0 3.62103598853522e-08 0 0 1.5516517721027e-07 0 0 0 6.78680211313871e-08 0
k127_144060868_1 918 0 3.39983189191227e-08 0 0 0 0 0 0 0 8.93103463982164e-08 0 7.2634889072179e-08 0 0 3.09148501770524e-08 1.0090651384846e-07 6.08329472215479e-08 0 0
k127_45885757_1 2766 5.02349416456565e-07 8.49957972978068e-07 3.87415717307142e-07 1.78993194070185e-07 1.20772298592063e-06 6.55341305793329e-08 2.46974306825185e-06 7.77376319734389e-07 1.7125447069816e-06 1.22057473410896e-06 1.81051799426761e-07 7.62666335257879e-07 1.48572997412914e-06 6.59452003143646e-07 6.49211853718101e-07 1.78268174465613e-06 1.24707541804173e-06 9.50152295839419e-07 1.74350518822734e-06
k127_104790062_1 1335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_130966038_12 2253 0 0 0 0 0 4.36894203862219e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_255254932_1 1413 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_13161978_1 3192 4.23408793870533e-06 5.09974783786841e-07 3.7030485645941e-05 3.2934747708914e-06 5.87221754043188e-05 9.39322538303771e-07 5.50533866226773e-05 6.13718147158728e-08 3.49796365681347e-06 1.54804600423575e-06 7.24207197707044e-08 1.08952333608268e-07 1.17294471641774e-07 0 6.18297003541049e-08 2.35448532313074e-07 0 1.35736042262774e-07 3.28963243061762e-08
k127_144062192_4 2562 0 0 0 0 0 0 0 0 3.64371214251404e-08 0 0 0 0 0 0 0 0 0 0
k127_78605148_1 6852 0 0 0 0 0 0 6.25251409684013e-08 0 7.28742428502807e-08 0 0 7.2634889072179e-08 0 0 6.18297003541049e-08 0 0 0 0
k127_235660958_5 1278 3.58821011754689e-08 0 0 7.15972776280738e-08 1.07353154304056e-07 4.36894203862219e-08 0 0 7.28742428502807e-08 2.38160923728577e-07 0 0 0 0 0 0 1.21665894443096e-07 0 0
k127_75114_1 654 4.30585214105627e-07 1.60812048487451e-05 1.96936322964464e-06 8.91386106469519e-06 1.87868020032099e-06 8.95633117917549e-07 5.62726268715611e-06 3.19133436522539e-06 3.13359244256207e-06 3.57241385592866e-07 2.75198735128677e-06 3.63174445360895e-07 3.9489138786064e-06 6.59452003143646e-07 2.00946526150841e-06 3.36355046161535e-08 1.89190465859014e-05 1.96817261281022e-06 1.05268237779764e-06
k127_117885628_1 1122 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_242196488_2 1086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_58975651_35 1152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19707574_3 2940 1.07646303526407e-07 1.35993275676491e-07 6.4569286217857e-08 7.15972776280738e-08 6.44118925824338e-07 4.36894203862219e-08 1.46934081275743e-06 1.00240630702592e-06 1.05667652132907e-06 7.14482771185732e-07 0 3.63174445360895e-07 1.56392628855699e-07 5.81869414538512e-07 2.4731880141642e-07 3.02719541545381e-07 1.5208236805387e-07 3.73274116222629e-07 8.55304431960582e-07
k127_124426421_2 972 0 0 0 1.07395916442111e-07 2.41544597184127e-07 0 3.12625704842006e-08 4.09145431439152e-08 7.28742428502807e-08 8.93103463982164e-08 3.62103598853522e-08 1.08952333608268e-07 3.90981572139247e-08 0 3.09148501770524e-08 0 0 3.39340105656935e-08 0
k127_13165504_1 2196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_117887599_3 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_104795048_2 1146 1.79410505877345e-07 6.79966378382454e-08 3.22846431089285e-07 7.15972776280738e-08 5.9044234867231e-07 8.73788407724438e-08 1.56312852421003e-07 3.06859073579364e-07 7.28742428502807e-08 1.48850577330361e-07 1.44841439541409e-07 2.90539556288716e-07 1.95490786069624e-07 3.49121648723107e-07 0 2.35448532313074e-07 1.5208236805387e-07 3.39340105656935e-07 2.30274270143234e-07
k127_104795048_3 1473 0 0 0 0 2.95221174336155e-07 0 9.37877114526019e-08 1.63658172575661e-07 7.28742428502807e-08 5.95402309321443e-08 7.24207197707044e-08 2.54222111752627e-07 2.34588943283548e-07 2.32747765815405e-07 6.18297003541049e-08 1.0090651384846e-07 0 1.35736042262774e-07 1.97377945837057e-07
k127_255260013_1 4257 3.01409649873939e-06 1.69991594595614e-07 2.87333323669464e-05 3.0070856603791e-06 3.8083531489364e-05 8.30098987338216e-07 4.03287159246188e-05 1.63658172575661e-07 2.36841289263412e-06 1.78620692796433e-06 3.62103598853522e-08 7.2634889072179e-08 3.90981572139247e-08 7.75825886051349e-08 2.16403951239367e-07 3.36355046161535e-08 0 6.78680211313871e-08 9.86889729185287e-08
k127_111343564_1 1011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_98247778_28 786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_32796986_3 1953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_32796986_7 1167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_32796986_8 1608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_32797073_5 2049 0 1.35993275676491e-07 6.4569286217857e-08 0 1.07353154304056e-07 4.36894203862219e-08 2.34469278631505e-06 1.63658172575661e-07 5.10119699951965e-07 1.19080461864289e-07 7.24207197707044e-08 0 1.95490786069624e-07 7.75825886051349e-08 0 1.34542018464614e-07 0 6.78680211313871e-08 1.31585297224705e-07
k127_91703364_5 735 0 0 0 0 5.36765771520282e-08 0 1.56312852421003e-07 4.09145431439152e-08 7.28742428502807e-08 0 0 0 0 0 0 0 0 0 0
k127_26256524_1 1164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_78611137_4 1008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19712474_2 420 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 3.90981572139247e-08 0 0 0 0 0 0
k127_209502997_1 693 1.47475435831177e-05 9.07755115140577e-06 3.61588002819999e-06 8.59167331536886e-06 1.04669325446455e-05 1.11844916188728e-05 1.26613410461013e-05 1.05764094027021e-05 1.42104773558047e-05 1.57781611970182e-05 2.4369572202842e-05 1.48538348152606e-05 1.59129499860674e-05 3.38260086318388e-05 2.10839278207498e-05 1.35214728556937e-05 1.71244746428657e-05 1.56775128813504e-05 1.88824901517452e-05
k127_111347486_1 222 0 0 0 0 0 0 0 0 0 0 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_111347486_2 738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_111347486_3 711 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 3.36355046161535e-08 0 0 0
k127_170256805_1 855 0 0 0 0 0 0 0 0 0 0 0 0 0 3.87912943025674e-08 0 0 0 0 0
k127_39352892_2 1647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_196427981_1 327 0 0 0 0 0 0 3.12625704842006e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_248742137_1 1155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_248742137_5 750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_150623372_4 1254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_52437118_5 1941 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_72068847_7 900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_137523111_3 693 0 0 0 0 0 0 3.12625704842006e-08 4.09145431439152e-08 3.64371214251404e-08 0 0 0 0 0 0 0 0 0 3.28963243061762e-08
k127_157167868_2 11400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_72069194_1 4080 2.15292607052814e-07 0 3.95809724515463e-05 0 5.19052501060112e-05 1.31068261158666e-07 2.29154641649191e-05 0 7.28742428502807e-08 1.78620692796433e-07 0 0 0 0 0 0 0 0 1.31585297224705e-07
k127_26261607_1 1143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_124435027_1 237 1.07646303526407e-07 5.77971421625086e-06 1.42052429679285e-06 3.2934747708914e-06 1.93235677747301e-06 8.30098987338216e-07 3.65772074665147e-06 1.75932535518835e-06 2.51416137833468e-06 5.65632193855371e-07 2.4985148320893e-06 2.54222111752627e-07 2.58047837611903e-06 3.87912943025674e-07 2.10220981203957e-06 1.34542018464614e-07 1.38090790192914e-05 1.76456854941606e-06 1.28295664794087e-06
k127_248743584_1 4299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_248743584_17 4923 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.08329472215479e-08 0 0
k127_248743584_18 4902 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_222594331_1 861 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_45899139_2 363 0 3.39983189191227e-08 0 3.57986388140369e-08 2.14706308608113e-07 0 1.87575422905204e-07 1.22743629431746e-07 1.45748485700561e-07 3.27471270126794e-07 1.44841439541409e-07 1.45269778144358e-07 7.81963144278495e-08 0 9.27445505311573e-08 2.01813027696921e-07 9.12494208323219e-08 6.78680211313871e-08 9.86889729185287e-08
k127_86174_10 1764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_91709670_2 333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6627829_2 591 0 0 0 3.57986388140369e-08 1.3419144288007e-07 0 3.12625704842006e-08 2.04572715719576e-08 0 2.67931039194649e-07 0 7.2634889072179e-08 2.34588943283548e-07 1.16373882907702e-07 3.09148501770524e-08 0 3.0416473610774e-08 2.03604063394161e-07 6.57926486123524e-08
k127_45900392_7 963 0 0 0 3.57986388140369e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_85168632_1 615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_91710442_2 909 3.58821011754689e-08 0 2.25992501762499e-07 0 2.68382885760141e-08 0 6.87776550652414e-07 1.22743629431746e-07 5.10119699951965e-07 1.0717241567786e-06 7.24207197707044e-08 7.2634889072179e-08 7.81963144278495e-08 1.16373882907702e-07 0 3.69990550777688e-07 3.0416473610774e-08 3.39340105656935e-07 5.2634118889882e-07
k127_170262624_2 4428 0 0 0 0 1.3419144288007e-07 6.55341305793329e-08 0 4.09145431439152e-08 7.28742428502807e-08 0 3.62103598853522e-08 5.44761668041342e-07 1.56392628855699e-07 3.1033035442054e-07 0 3.36355046161535e-08 3.0416473610774e-08 1.01802031697081e-07 9.86889729185287e-08
k127_235676041_2 1326 0 0 0 0 0 0 3.12625704842006e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_235676041_7 1845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_235676041_8 1608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_235676041_9 438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_26265368_4 1338 3.58821011754689e-08 0 0 3.57986388140369e-08 5.36765771520282e-08 0 6.25251409684013e-08 2.04572715719576e-08 3.64371214251404e-08 0 0 0 7.81963144278495e-08 0 3.09148501770524e-08 0 0 6.78680211313871e-08 9.86889729185287e-08
k127_98257374_2 1365 0 0 6.4569286217857e-08 3.57986388140369e-08 1.3419144288007e-07 0 3.12625704842006e-08 4.09145431439152e-08 0 2.97701154660721e-08 0 0 0 7.75825886051349e-08 0 0 0 3.39340105656935e-08 1.31585297224705e-07
k127_19719890_7 3282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.57926486123524e-08
k127_229139787_4 2649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_39360076_1 1605 0 0 0 0 0 0 0 0 7.28742428502807e-08 0 0 7.2634889072179e-08 0 0 0 0 3.0416473610774e-08 0 0
k127_229140248_4 1128 0 0 1.61423215544642e-07 0 1.07353154304056e-07 0 6.25251409684013e-08 0 7.28742428502807e-08 0 3.62103598853522e-08 0 0 0 0 3.36355046161535e-08 1.21665894443096e-07 0 0
k127_157174701_1 1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18297003541049e-08 0 0 0 0
k127_144080575_1 1005 0 0 0 0 0 0 3.12625704842006e-08 0 1.09311364275421e-07 8.93103463982164e-08 7.24207197707044e-08 0 3.90981572139247e-08 7.75825886051349e-08 0 0 0 0 6.57926486123524e-08
k127_19721303_2 1074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_19721303_3 594 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_19721303_4 726 0 0 0 0 0 0 0 0 7.28742428502807e-08 0 0 0 0 0 0 0 0 0 0
k127_19721303_5 867 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_19721303_6 900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.09148501770524e-08 0 0 0 0
k127_19721303_7 996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_8 1464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_10 918 0 0 0 0 0 0 6.25251409684013e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_11 681 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_12 654 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_19721303_13 969 0 0 0 0 0 0 0 0 0 0 0 3.63174445360895e-08 0 0 0 0 0 0 0
k127_19721303_14 639 0 0 0 0 0 0 0 0 7.28742428502807e-08 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_19721303_16 1164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_17 1518 0 0 0 0 0 0 0 0 0 5.95402309321443e-08 0 0 0 0 0 0 0 0 0
k127_19721303_19 1227 0 0 0 0 0 0 3.12625704842006e-08 4.09145431439152e-08 7.28742428502807e-08 0 0 7.2634889072179e-08 0 0 0 0 0 0 0
k127_19721303_21 741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_22 777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.18297003541049e-08 0 0 0 0
k127_19721303_23 843 0 0 0 0 0 0 0 4.09145431439152e-08 0 5.95402309321443e-08 0 0 0 0 0 0 3.0416473610774e-08 0 0
k127_19721303_24 636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19721303_25 792 0 0 0 0 0 0 0 2.04572715719576e-08 0 0 0 0 0 0 0 0 0 0 0
k127_85172813_2 570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_104809557_3 1008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_216068365_5 870 0 1.35993275676491e-07 0 1.43194555256148e-07 0 0 0 2.04572715719576e-08 0 0 3.62103598853522e-08 0 0 0 6.18297003541049e-08 0 9.12494208323219e-08 0 0
k127_229143322_29 849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_111358815_10 1848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_255274474_3 450 3.58821011754689e-08 0 0 0 0 0 0 6.13718147158728e-08 0 2.97701154660721e-08 0 2.54222111752627e-07 1.17294471641774e-07 7.75825886051349e-08 3.09148501770524e-08 1.68177523080767e-07 3.0416473610774e-08 6.78680211313871e-08 3.28963243061762e-07
k127_45907472_1 3903 0 0 0 0 5.36765771520282e-08 4.36894203862219e-08 9.37877114526019e-08 0 0 0 2.89682879082818e-07 2.54222111752627e-07 3.51883414925323e-07 8.14617180353916e-07 9.27445505311573e-08 2.69084036929228e-07 2.73748262496966e-07 5.7687817961679e-07 8.22408107654406e-07
k127_248752024_21 1305 3.58821011754689e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_144085117_1 5247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_39365450_3 801 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_137533526_3 531 3.58821011754689e-08 6.79966378382454e-08 3.22846431089285e-08 0 1.3419144288007e-07 0 3.12625704842006e-08 6.13718147158728e-08 0 5.95402309321443e-08 0 3.63174445360895e-08 3.90981572139247e-08 3.87912943025674e-08 6.18297003541049e-08 0 0 1.01802031697081e-07 6.57926486123524e-08
k127_163724427_3 147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_235683174_1 2175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_124445437_1 897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.72710092323069e-08 0 0 0
k127_124445437_2 1062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_124445437_3 2259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_255276021_2 1116 2.51174708228282e-07 3.39983189191227e-07 3.22846431089285e-08 5.01180943396517e-07 2.95221174336155e-07 1.52912971351777e-07 1.87575422905204e-07 3.68230888295237e-07 4.00808335676544e-07 1.78620692796433e-07 3.98313958738874e-07 2.54222111752627e-07 3.12785257711398e-07 4.65495531630809e-07 9.27445505311573e-07 6.72710092323069e-08 3.0416473610774e-08 6.78680211313871e-08 1.64481621530881e-07
k127_183352121_1 1182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_170274352_1 2838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_6637583_7 2706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_137534885_1 1395 1.79410505877345e-07 3.39983189191227e-08 2.90561787980356e-07 6.44375498652664e-07 1.39559100595273e-06 4.36894203862219e-08 1.25050281936803e-06 6.95547233446559e-07 4.00808335676544e-07 5.06091962923226e-07 1.44841439541409e-07 7.98983779793969e-07 7.03766829850645e-07 5.04286825933377e-07 0 3.69990550777688e-07 6.08329472215479e-08 1.18769036979927e-06 1.08557870210382e-06
k127_96858_4 846 0 3.39983189191227e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.39340105656935e-08 0
k127_104814481_3 1767 0 0 0 0 0 0 0 4.09145431439152e-08 0 0 0 0 0 0 0 0 0 6.78680211313871e-08 0
k127_45910549_1 1743 0 0 0 0 0 0 1.31302796033643e-06 0 3.27934092826263e-07 0 0 0 1.56392628855699e-07 7.75825886051349e-08 0 6.72710092323069e-08 6.08329472215479e-08 0 6.57926486123524e-08
k127_58998162_11 795 0 0 0 0 0 0 0 0 0 0 0 0 7.81963144278495e-08 0 0 0 0 0 0
k127_97707_5 1503 7.17642023509379e-08 0 0 7.15972776280738e-08 0 0 0 0 7.28742428502807e-08 0 0 3.63174445360895e-08 0 0 0 0 0 3.39340105656935e-08 3.28963243061762e-08
k127_104815492_2 504 0 3.39983189191227e-08 3.22846431089285e-08 3.57986388140369e-08 0 0 0 1.02286357859788e-07 0 2.97701154660721e-08 3.62103598853522e-08 3.63174445360895e-08 0 0 1.2365940070821e-07 0 0 0 0
k127_91721268_1 2355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
